epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_s
0,0.0614,0.4538,0.0507,0.5694,15.7
1,0.0433,0.6610,0.0554,0.5486,14.9
2,0.0353,0.7252,0.0460,0.6771,15.0
3,0.0303,0.7800,0.0372,0.7465,15.0
4,0.0269,0.8219,0.0271,0.8194,15.0
5,0.0246,0.8570,0.0225,0.8576,15.1
6,0.0182,0.9264,0.0225,0.8507,15.0
7,0.0158,0.9401,0.0199,0.9028,15.9
8,0.0121,0.9658,0.0177,0.9132,15.1
9,0.0105,0.9752,0.0134,0.9375,15.0
10,0.0085,0.9820,0.0180,0.9097,15.0
11,0.0078,0.9880,0.0194,0.8750,15.1
12,0.0080,0.9880,0.0170,0.9201,15.1
13,0.0072,0.9897,0.0186,0.8785,15.0
14,0.0071,0.9863,0.0141,0.9410,15.0
15,0.0069,0.9880,0.0125,0.9444,15.1
16,0.0057,0.9949,0.0133,0.9444,15.0
17,0.0052,0.9949,0.0132,0.9514,15.0
18,0.0050,0.9957,0.0111,0.9410,15.1
19,0.0045,0.9957,0.0109,0.9618,15.1
20,0.0039,0.9983,0.0152,0.9306,15.1
21,0.0043,0.9966,0.0114,0.9722,15.0
22,0.0037,0.9974,0.0113,0.9618,15.1
23,0.0033,0.9983,0.0122,0.9444,15.0
24,0.0032,0.9966,0.0117,0.9479,15.1
25,0.0032,0.9974,0.0134,0.9340,15.1
26,0.0027,0.9983,0.0105,0.9514,15.0
27,0.0028,0.9983,0.0105,0.9444,15.0
28,0.0027,0.9983,0.0108,0.9514,15.1
29,0.0022,0.9983,0.0093,0.9549,15.1
30,0.0023,0.9983,0.0099,0.9583,15.1
31,0.0020,0.9983,0.0105,0.9583,15.1
32,0.0019,0.9983,0.0102,0.9479,15.1
33,0.0020,0.9974,0.0102,0.9549,15.1
34,0.0017,0.9991,0.0094,0.9618,15.1
35,0.0017,0.9991,0.0094,0.9549,15.1
36,0.0015,0.9983,0.0087,0.9653,15.1
37,0.0017,0.9983,0.0099,0.9514,15.1
38,0.0014,0.9983,0.0095,0.9618,15.0
39,0.0014,0.9991,0.0095,0.9583,15.1
40,0.0014,0.9991,0.0099,0.9549,15.1
41,0.0013,0.9991,0.0094,0.9549,15.1
42,0.0014,0.9983,0.0095,0.9444,15.1
43,0.0011,0.9991,0.0100,0.9688,15.0
44,0.0012,1.0000,0.0093,0.9688,15.1
45,0.0011,0.9991,0.0103,0.9514,15.1
46,0.0011,0.9991,0.0097,0.9583,15.1
47,0.0011,1.0000,0.0093,0.9653,15.1
48,0.0011,1.0000,0.0090,0.9653,15.1
49,0.0011,1.0000,0.0089,0.9722,15.1
50,0.0009,0.9991,0.0092,0.9618,15.1
51,0.0009,1.0000,0.0093,0.9618,15.0
52,0.0010,1.0000,0.0093,0.9653,15.1
53,0.0010,0.9991,0.0092,0.9618,15.1
54,0.0009,1.0000,0.0090,0.9653,15.1
55,0.0009,0.9991,0.0089,0.9688,15.1
56,0.0008,1.0000,0.0090,0.9653,15.0
57,0.0008,1.0000,0.0090,0.9653,15.0
58,0.0008,1.0000,0.0090,0.9688,15.2
59,0.0008,1.0000,0.0090,0.9688,15.1
60,0.0009,0.9991,0.0090,0.9653,15.0
61,0.0008,1.0000,0.0090,0.9653,15.0
62,0.0008,1.0000,0.0090,0.9653,15.0
63,0.0008,0.9991,0.0090,0.9653,15.1
