epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_s
0,0.0613,0.4914,0.0543,0.5278,15.8
1,0.0430,0.6533,0.0419,0.6875,14.9
2,0.0346,0.7372,0.0375,0.7812,14.9
3,0.0309,0.7783,0.0446,0.6840,14.8
4,0.0244,0.8562,0.0419,0.6771,14.8
5,0.0214,0.8870,0.0229,0.8542,14.9
6,0.0157,0.9264,0.0200,0.9062,16.0
7,0.0140,0.9512,0.0227,0.8889,15.1
8,0.0113,0.9709,0.0235,0.8542,15.0
9,0.0111,0.9683,0.0238,0.8438,15.1
10,0.0085,0.9880,0.0162,0.9444,15.0
11,0.0076,0.9880,0.0178,0.9201,15.2
12,0.0080,0.9880,0.0113,0.9514,15.1
13,0.0071,0.9897,0.0165,0.9236,15.1
14,0.0073,0.9846,0.0205,0.8750,15.1
15,0.0060,0.9897,0.0149,0.9479,15.2
16,0.0055,0.9940,0.0202,0.8958,15.2
17,0.0058,0.9923,0.0163,0.9167,15.2
18,0.0044,0.9966,0.0122,0.9549,15.2
19,0.0043,0.9966,0.0117,0.9583,15.2
20,0.0041,0.9966,0.0116,0.9444,15.2
21,0.0033,0.9974,0.0142,0.9375,15.2
22,0.0033,0.9974,0.0121,0.9375,15.2
23,0.0032,0.9983,0.0120,0.9375,15.2
24,0.0029,0.9991,0.0132,0.9375,15.2
25,0.0027,0.9991,0.0115,0.9444,15.3
26,0.0025,0.9983,0.0135,0.9375,15.2
27,0.0025,0.9983,0.0106,0.9514,15.2
28,0.0022,0.9991,0.0116,0.9479,15.3
29,0.0020,0.9983,0.0129,0.9271,15.3
30,0.0020,1.0000,0.0103,0.9514,15.2
31,0.0018,0.9991,0.0110,0.9340,15.3
32,0.0019,1.0000,0.0113,0.9618,15.2
33,0.0018,0.9991,0.0106,0.9618,15.3
34,0.0017,1.0000,0.0099,0.9583,15.3
35,0.0016,1.0000,0.0105,0.9583,15.3
36,0.0015,1.0000,0.0098,0.9653,15.3
37,0.0015,1.0000,0.0104,0.9514,15.3
38,0.0014,1.0000,0.0105,0.9479,15.3
39,0.0016,0.9991,0.0104,0.9549,15.2
40,0.0012,1.0000,0.0101,0.9514,15.2
41,0.0011,1.0000,0.0095,0.9549,15.3
42,0.0011,1.0000,0.0098,0.9514,15.2
43,0.0011,1.0000,0.0096,0.9514,15.2
44,0.0011,1.0000,0.0100,0.9410,15.3
45,0.0011,1.0000,0.0095,0.9549,15.3
46,0.0010,1.0000,0.0096,0.9549,15.2
47,0.0009,1.0000,0.0096,0.9514,15.2
48,0.0009,1.0000,0.0093,0.9549,15.3
49,0.0009,1.0000,0.0097,0.9514,15.3
50,0.0008,1.0000,0.0096,0.9653,15.2
51,0.0008,1.0000,0.0095,0.9653,15.2
52,0.0008,1.0000,0.0096,0.9583,15.3
53,0.0007,1.0000,0.0094,0.9549,15.3
54,0.0008,1.0000,0.0094,0.9479,15.3
55,0.0007,1.0000,0.0096,0.9444,15.2
56,0.0007,1.0000,0.0095,0.9479,15.2
57,0.0007,1.0000,0.0095,0.9479,15.2
58,0.0007,1.0000,0.0094,0.9514,15.2
59,0.0008,1.0000,0.0094,0.9583,15.2
60,0.0007,1.0000,0.0095,0.9479,15.3
61,0.0007,1.0000,0.0094,0.9514,15.3
62,0.0007,1.0000,0.0094,0.9514,15.2
63,0.0007,1.0000,0.0094,0.9479,15.2
